-1.0e1 -1.0e1 -1.0e0 -1.0e0
-9.16667e0 -1.0e1 -1.697215e1 -1.697215e1
-8.333339e0 -1.0e1 -3.155547e1 -3.155547e1
-7.500008e0 -1.0e1 -4.47499e1 -4.47499e1
-6.666676e0 -1.0e1 -5.655542e1 -5.655542e1
-5.833345e0 -1.0e1 -6.697209e1 -6.697209e1
-5.000015e0 -1.0e1 -7.599985e1 -7.599985e1
-4.166684e0 -1.0e1 -8.363875e1 -8.363875e1
-3.333353e0 -1.0e1 -8.988876e1 -8.988876e1
-2.500021e0 -1.0e1 -9.47499e1 -9.47499e1
-1.66669e0 -1.0e1 -9.822215e1 -9.822215e1
-8.3336e-1 -1.0e1 -1.0030551e2 -1.0030551e2
-2.9e-5 -1.0e1 -1.01e2 -1.01e2
8.33302e-1 -1.0e1 -1.0030562e2 -1.0030562e2
1.666634e0 -1.0e1 -9.822234e1 -9.822234e1
2.499965e0 -1.0e1 -9.475018e1 -9.475018e1
3.333296e0 -1.0e1 -8.988913e1 -8.988913e1
4.166628e0 -1.0e1 -8.363922e1 -8.363922e1
4.999957e0 -1.0e1 -7.600043e1 -7.600043e1
5.833289e0 -1.0e1 -6.697275e1 -6.697275e1
6.66662e0 -1.0e1 -5.655618e1 -5.655618e1
7.499951e0 -1.0e1 -4.475073e1 -4.475073e1
8.333282e0 -1.0e1 -3.15564e1 -3.15564e1
9.166612e0 -1.0e1 -1.697322e1 -1.697322e1
9.999944e0 -1.0e1 -1.0011299e0 -1.0011299e0

-1.0e1 -9.16667e0 1.497215e1 1.497215e1
-9.16667e0 -9.16667e0 -1.0e0 -1.0e0
-8.333339e0 -9.16667e0 -1.5583313e1 -1.5583313e1
-7.500008e0 -9.16667e0 -2.877774e1 -2.877774e1
-6.666676e0 -9.16667e0 -4.0583267e1 -4.0583267e1
-5.833345e0 -9.16667e0 -5.0999939e1 -5.0999939e1
-5.000015e0 -9.16667e0 -6.0027695e1 -6.0027695e1
-4.166684e0 -9.16667e0 -6.7666595e1 -6.7666595e1
-3.333353e0 -9.16667e0 -7.391661e1 -7.391661e1
-2.500021e0 -9.16667e0 -7.877774e1 -7.877774e1
-1.66669e0 -9.16667e0 -8.2249991e1 -8.2249991e1
-8.3336e-1 -9.16667e0 -8.4333359e1 -8.4333359e1
-2.9e-5 -9.16667e0 -8.5027847e1 -8.5027847e1
8.33302e-1 -9.16667e0 -8.4333456e1 -8.4333456e1
1.666634e0 -9.16667e0 -8.225018e1 -8.225018e1
2.499965e0 -9.16667e0 -7.8778023e1 -7.8778023e1
3.333296e0 -9.16667e0 -7.3916977e1 -7.3916977e1
4.166628e0 -9.16667e0 -6.7667068e1 -6.7667068e1
4.999957e0 -9.16667e0 -6.0028275e1 -6.0028275e1
5.833289e0 -9.16667e0 -5.1000595e1 -5.1000595e1
6.66662e0 -9.16667e0 -4.058403e1 -4.058403e1
7.499951e0 -9.16667e0 -2.877858e1 -2.877858e1
8.333282e0 -9.16667e0 -1.5584244e1 -1.5584244e1
9.166612e0 -9.16667e0 -1.001068e0 -1.001068e0
9.999944e0 -9.16667e0 1.4971024e1 1.4971024e1

-1.0e1 -8.333339e0 2.955547e1 2.955547e1
-9.16667e0 -8.333339e0 1.3583313e1 1.3583313e1
-8.333339e0 -8.333339e0 -1.0e0 -1.0e0
-7.500008e0 -8.333339e0 -1.4194427e1 -1.4194427e1
-6.666676e0 -8.333339e0 -2.5999954e1 -2.5999954e1
-5.833345e0 -8.333339e0 -3.6416626e1 -3.6416626e1
-5.000015e0 -8.333339e0 -4.5444382e1 -4.5444382e1
-4.166684e0 -8.333339e0 -5.3083282e1 -5.3083282e1
